track_name,track_artist,lyrics,track_album_release_date
Southside,Scarface,"Alright, let's ride... I spent my day right off a Holloway, broke and disgusted Without enough money to buy food but I'm smoking so fuck it Hit the schoolyard, no report card because I'm larger than life Clothes smokey, eyes shining, 'cause I'm high as a kite, fuck it High school teachers I'm a man of respect South Acres baby gangsta, I'm demandin' respect Fuck the school vice principal, he shife and I'm leaving Told my mama about my dope case and my mama believed him Now my daddy got a problem 'cause I'm home for vacation Strong and shy with a fucked mind, let him know what they facing Got the doctors who done studied this, but niggas with doubt Probably take a shrink a lifetime to figure him out (Trust me) I seen the same thing flash change violent And motherfuckers caught in that chain remain silent So why you figure I've be standing here shaking Because the devils is close to taking me but I can't face him (oooooh) My soul is controlled by the blessings of God Still scared to walk to first ground 'cause the devil's in charge Somebody help the lost souls find savior 'Cause I'm standing on the cut with a Tec-9 for the hoe behavior They want to take me out the game like Rider But you youngstas better stop and peep game because my game wider I send this out to those who thought that they come Cold as fuck when it came to the game and my game done Southside south south side; southside south south side Southside south south side; southside south south side You know what I'm saying",1997
Dammit,blink-182,"It's alright to tell me What you think about me I won't try to argue Or hold it against you I know that you're leaving You must have your reasons The season is calling Your pictures are falling down The steps that I retrace The sad look on your face The timing and structure Did you hear he fucked her? A day late, a buck short I'm writing the report On losing and failing When I move I'm flailing now And it's happened once again I'll turn to a friend Someone that understands Sees through the master plan But everybody's gone And I've been here for too long To face this on my own Well, I guess this is growing up Well, I guess this is growing up And maybe I'll see you At a movie sneak preview You'll show up and walk by On the arm of that guy And I'll smile and you'll wave We'll pretend it's okay The charade, it won't last When he's gone, I won't come back And it'll happen once again You'll turn to a friend Someone that understands And sees through the master plan But everybody's gone And you've been there for too long To face this on your own Well, I guess this is growing up NA Well, I guess this is growing up Well, I guess this is growing up Well, I guess this is growing up Well, I guess this is growing up Well, I guess this is growing up",1997
Return of the Mack - C&J Extended Mix,Mark Morrison,"Ooooh-oh-oh-oh Come on Oh yeah Well, I tried to tell you so (Yes, I did) But I guess you didn't know As the saddest story goes Baby, now I got the flow'Cause I knew it from the start Baby, when you broke my heart That I had to come again And show you that I'd win You lied to me All those times I said that I loved you You lied to me Yes, I tried, yes I tried You lied to me Even though you knew I'd die for you You lied to me Yes, I cried, yes I cried Return of the Mack (There it is) Return of the Mack (Come on) Return of the Mack (Oh my God) You know that I'll be back (Here I am) Return of the Mack (Once again) Return of the Mack (Top of the world) Return of the Mack (Watch my flow) You know that I'll be back (Here I go) So, I'm back up in the game (Hustling snow) Running things to keep my swing (All night long) Letting all the people know That I'm back to run the show'Cause what you did you know was wrong And all the nasty things you've done (Oh, oh, oh) So baby listen carefully While I sing my comeback song You lied to me 'Cause she said she'd never turn on me You lied to me But you did, but you did You lied to me All this pain you said I'd never feel You lied to me But I do, but I do, do, do Return of the Mack (There it is) Return of the Mack (Hold on) Return of the Mack (Don't you know) You know that I'll be back (Here I go) Return of the Mack (Oh, little girl) Return of the Mack (Once my pearl) Return of the Mack (Up and down) You know that I'll be back (Round and round) Ahh, Mark, stop lying about your big break For God sake, I need a real man, uh (The return of the mack, aoww) stop putting me down Stop putting me down You lied to me Cause she said she'd never turn on me You lied to me But you did, but you did You lied to me All this pain you said I'd never feel You lied to me But I do, but I do, do, do Return of the Mack (It is) Return of the Mack (Come on) Return of the Mack (Oh, my God) You know that I'll be back (Here I am) Return of the Mack (Once again) Return of the Mack (Top of the world) Return of the Mack (Watch my flow) You know that I'll be back (Don't you know) Return of the Mack (Here it is) Return of the Mack (Hold on) Return of the Mack (Be strong) You know that I'll be back (Here I go) Return of the Mack (My little baby) Return of the Mack (Watch my flow) Return of the Mack (Up and down) You know that I'll be back (Round and round)",1997
Feel so Good,Mase,"You ready Mase? Party people in the place to be (Uh-huh) It's about that time for us to (Yeah) *Screams* Yo, what you know about goin' out Head west, red Lex, TV's all up in the headrest Try and live it up, ride true, a bigger truck Piece all glittered up, stick up kid, nigga what? Jig with a cut sip Cris? Spit it up (Come on) Ho's ride, get your nut 'till I can't get it up I'm a big man, give this man room I done hit everything, from Cancun to Grant's tomb Why you standin' on the wall? Hand on your balls Lighting up drugs always fightin' in the club I'm the reason they made the dress code They figure I wouldn't wild when I'm in my fresh clothes (Come on) Dress as I suppose, from my neck to my toes Neck full of gold, baguettes in my Rolls Wreck shows, collect those, extra O's Buy the E, get a key, to the Lex to hold East, West, every state, come on, bury the hate Millions, the only thing we in a hurry to make Whether friend or ex-friend in a Lex or a BenzLet's begin, bring this BS to an end, come on Bad, bad, bad, bad boy (Yeah) You make me feel so good (Bad boy) You know you make me feel so good (Yeah) You know you make me feel so good (That's what we do) Bad, bad, bad, bad boy (Come on) I wouldn't change you if I could I wouldn't change you if I could (Yeah) I wouldn't change you if I could (Ah-ah) Come on You can't understand, we be Waikiki Sippin' DP til' the TV, look 3DLittle kids see me, way out in DC With a Z3, chrome BB's, they wanna be me Nigga's talkin' shit they ought to quit I'm fortunate they don't see a fourth what I get And those be the same ones walkin' while I whip Just started seeing cars because they auctioned it So while you daydream, my Mercedes gleam And I deal with ho's that pose in Maybelline One time you had it all, I ain't mad at y'all Now give me the catalog I'll show you how daddy ball (That's right) Six cars and power to fire big stars Sit up, CEO style, smokin' on cigars, nigga It's like y'all be talkin' funny I don't understand language of people with short money (Come on now) Bad, bad, bad, bad boy (Yeah) You make me feel so good (Come on) You know you make me feel so good You know you make me feel so good (That's what we do) Bad, bad, bad, bad boy (Yeah) I wouldn't change you if I could I wouldn't change you if I could (Come on) I wouldn't change you if I could (Ah-ah) Do Mase got the ladies? (Yeah, yeah) Do Puff drive Mercedes? (Yeah, yeah) Take hits from the '80s? (Yeah, yeah) But do it sound so crazy? (Yeah, yeah) Well me personally, it's nothin' personal I do what work for me, you do what work for you And I dress with what I was blessed with Never been arrested for nothin' domestic And I chill the way you met me With a jet ski attached to a SE, smoke my Nestle No mad rap-ASCAP, where my check be? Problem with y'all I say it directly (That's right) Went from hard to sweet, starved to eat From no hoes at shows to ménage in suites Now I be the cat that be hard to meet Gettin' head from girls that used to hardly speak, come on Bad, bad, bad, bad boy (Yeah) You make me feel so good (Uh-uh) You know you make me feel so good You know you make me feel so good (Bad boy, that's what we do) Bad, bad, bad, bad boy (Yeah) I wouldn't change you if I could (Ah-ah) I wouldn't change you if I could (Come on) I wouldn't change you if I could (Let's go) Bad, bad, bad, bad boy (Yeah) You make me feel so good (Uh-uh) You know you make me feel so good You know you make me feel so good (Come on) Bad, bad, bad, bad boy (Don't stop) I wouldn't change you if I could (Ah-ah) I wouldn't change you if I could I wouldn't change you if I could (Ah-ah) Mase Harlem World Bad Boy Goodfellaz baby Yeah And we won't stop 'Cause we can't stop Mason Betha (Ha-ha!) Yeah Ow, come on",1997
"Initiated (feat. 2Pac a.k.a. Makaveli, Outlawz & Kurupt Tha Kingpin)",Daz Dillinger,"Live in this muthafucker Thug Pound Biotch Kurupt, Daz, Makaveli, E.D.I., Kastro, Hussein You know bitch the whole muthafuckin' clique We gon' hit yo' ass up. You know where we comin' from Death Row BIOTCH hahaha Ay yo Kurupt You first to blast nigga and you know how we do it on The Westside nigga We ballers for real For real I got it bought you the blue steel Cowards hit the panic button Thinkin' that it was what it wadn't Shit's hectic the bomb Vietnam rhyme Don With the semi-auto fracture your torso to ya spine The back cracker smack you with My verbals & graphic grammar My verbal murder stretch from Alaska to Alabama Get touched by my Arm & Hammer All across the planet niggas crumble like granite From Tahiti to the Mid-Atlantic Probable cause to get hit shit Niggas best get physically & mentally fit Show ya ho I ignore for real & I can tell On the DL I got an Indecent Proposal for her (biotch) Mashin' in a Ford Explorer hell hound host the horror Escape from the Box Pandora somethin' for ya Get rocked by my midnight Glock Sniper through sound vocal rival to invade the block Fuckin' bitch paid the price of a snitch the Nicky Scarfo comin' through the bus death Spreads through camps like Parvo Young Gotti Kurupt & C with the dope & the green weed Indeed I'm out to get high & supply What you need Mr. Postman Comin' through with all the mail What you need? I got for sale on the stairwell to Hell NA I wake up sparkin' to get wild on the streets Barkin' & playas drinkin' kegs til y'all niggas beg Martin You labelled Paw nervous no I do this job dirty Donna Karan New York call it Fatal Dogg New Jersey Niggas ain't seen time I travel courts & dream crime My room like the million dollar bill folded with green blinds Chairs is a hundreds for shams I run that hole in quickies Dollar bills is 'intendos the windows is folded fifties Y'all old cops lost it drinkin' the scotch barfless I don't like movies so I hit up the Box Office You the softest I'm takin' ya honies they Telly pieces Wearin' my fuckin' dick around they neck like Kelly leashes My boys & me is poison we don't get along equal Fight each other like brothers it's all good we strong people More strain on the brain & the pain I deal with Ill with nasty niggas my whole crew on some real shit For real bitch the steel clique I bill with menaces Ya number one nemesis paragraphical like Genesis Stupid muthafuckas Outlaw Immortal Bitch Dogg Pound Thug Life you know how we fuckin' do this shit! You stupid muthafuckas don't get me... Now take a look inside my mind That Pen' time made me rise but still I rise Cause my Ambitionz Az A Ridah like land mines Lyrics turn niggas into smithereens Music so lethal turn coliseums to murder scenes I'm Makaveli the Don is what they tell me I'm armed I'm droppin' niggas like bombs Get in that ass like a thong Picture a felon in ya presence Takin' bustas back to they essence Tellin' my people peep my lethal message Visions of me gettin' money got me in mash mode Murderous motives for niggas stoppin' my cash flow You can't fight it nigga let go Witness the sound made ya bitch ass Bow down to Death Row Mama these niggas got me fightin' these 3 Strikes Showin' up in court fuck what you thought it's three nights I put the game down first put my niggas up on it Now we Amerikaz Most Wanted feel that Since my Only Fear of Death is Mama cryin' for help & OG Daddy wanna ride when I know He ain't got shit else since I'm his only soldier Nobody else gonna roll for me & I know Without the Row & Immortal Outlaw (Ay K) I'll be forgotten for sho Plus this Thug Life it got me livin' Initiated playa hated without givin' a single fuck Why they danglin' baby all on my nuts I be singlin fingerin' bitches to fuck Bitches is wild, niggas is lame I hung around with real niggas got exposed to the game Muthafuckas actin' crazy bustin' me in the jaw Initiated as an Outlaw hahahaha (yeah muthafucka) Now a mission ain't a mission if nobody rides And a mission ain't a mission if nobody dies And a mission ain't complete if the enemy don't sleep Enemies rest in peace deceased fuckin' with me I got to 'complish a goal I'm out seekin' gold Expose the strap gotta let off the cousin rough & raw Never fell to my knees for shit cause I demand shit With this Daz Dillinger drillin' ya for ya shit On the streets for the sixth time in & out for the crime I rates crimes add up in food stamp dollars & dimes I'm slippin' slidin' fucked up nigga whuttup In the cut flossin' like a muthafucka whuttup Beside all being now tell me where ya comin' from That ain't where I see thangs & nigga what's the outcome For so many days & so many ways we been duckin' strays They delivers but still we some Bad Boy killers Hold the scrillas I dump in you niggas' livers Then watch ya body shiver & ya mama quiver From the way you just got lit up Hit up the West Side on my way out Y'all whole crew should've knew it was on From Makaveli's first day out now y'all gettin' played out & laid out for public display on this day Y'all niggas is historay cause the whole crew is bitch to me Listen to me E.D.I., How many of y'all can see me? Cause I'll attack that ass like AIDS attack Eazy Believe me cause although now I'm just a young stolder I'm soon to be a gun holder Initiate to the clique With a left to my lip now the fight's over NA",1998
Gimme Three Steps,Lynyrd Skynyrd,"I was cutting the rug Down at a place called The Jug With a girl named Linda Lou When in walked a man With a gun in his hand And he was looking for you know who He said, ""Hey there fellow With the hair colored yellow What you trying to prove? Because that's my woman there And I'm a man who cares And this might be all for you"" I was scared and fearing for my life I was shaking like a leaf on a tree Because he was lean, mean Big and bad, Lord Pointing that gun at me I said, ""Wait a minute, mister I didn't even kiss her Don't want no trouble with you And I know you don't owe me But I wish you'd let me Ask one favor from you"" ""A-won't you give me three steps Gimme three steps mister Gimme three steps towards the door? Gimme three steps Gimme three steps mister And you'll never see-a me no more For sure"" Well the crowd cleared away And I began to pray As the water fell on the floor And I'm telling you son Well, it ain't no fun Staring straight down a forty-four Well he turned and screamed at Linda Lou And that's the break I was looking for And you could hear me screaming a mile away As I was headed out towards the door ""A-won't you give me three steps Gimme three steps mister Gimme three steps towards the door? Gimme three steps Gimme three steps mister And you'll never see-a me no more Show me the back door""",1998
Can't Get Enough! - Vocal Club Mix,Soulsearcher,"No, don't stop Just feel me all the way to the top With your love there's no empty Just give me everything that you've got All alone, I don't want to be Without you, just within me Making love to you so have it I've just got to have it Don't even think about leaving me Oh, oh, because I can't get enough I can't get enough No, no, no, no I can't get enough I can't get enough Don't was it not enough No, you won't hurt me, just please me Don't deserve me And I, I dream of you All the time that we share and the things we do All alone, I don't want to be Without you, just within me Making love to you so have it I've just got to have it Don't even think about leaving me No, because I can't get enough I can't get enough No, no, no, no I can't get enough I can't get enough Don't was it not enough Not enough (repeat) All alone, I don't want to be Without you, just within me Making love to you so have it I've just got to have it Don't even think about leaving me No, because I can't get enough I can't get enough No, no, no, no I can't get enough I can't get enough Don't was it not enough",1998
Youth Gone Wild,Skid Row,"Whoa, yeah Since I was born they couldn't hold me down Another misfit kid, another burned out of town I never played by the rules I never really cared My nasty reputation takes me everywhere I look and see it's not only me So many others have stood where I stand We are the young, so raise your hands They call us problem child, we spend our lives on trial We walk an endless mile, we are the youth gone wild We stand and we won't fall, we're one and one for all The writing's on the wall, we are the youth gone wild Boss screaming in my ear about who I'm supposed to be ""Get a 3-piece Wall Street smile and son you'll look just like me.""I said ""Hey man, there's something that you ought to know I tell you Park Avenue leads to Skid Row."" I look and see it's not only me We're standin' tall ain't never a doubt We are the young, so shout it out They call us problem child, we spend our lives on trial We walk an endless mile, we are the youth gone wild We stand and we won't fall, we're the one and one for all The writing's on the wall, we are the youth gone wild We are the youth gone wild Well let me hear you get wild They call us problem child, we spend our lives on trial We walk an endless mile, we are the youth gone wild We stand and we won't fall, we're the one and one for all The writing's on the wall, we are the youth gone wild Whoa, whoa Whoa, we are the youth gone wild Whoa, whoa Whoa, we are the youth gone wild Yeah, yeah Yeah, we are the youth gone wild Whoa, whoa Whoa, we are the youth gone wild",1998
Anywhere,112,"Here we are all alone You and me, privacy And we can do anything Your fantasy I wanna make your dreams come true Can you hear? She's calling me Between your legs Loud and clear I wanna talk back to her Make love to her I wanna hear you scream my name We can make love in the bedroom floor Floatin' on top of my waterbed I'm kissing you Running my fingers through your hair In the hallway making our way beside the stairs We can do it anywhere I can love you in the shower Both of our bodies dripping wet On the patio we can make a night you won't forget On the kitchen floor As I softly pull your hair We can do it anywhere, anywhere I love the way your body feels On top of mine so take your time We got a night Girl, you know I like it slow And I know you like it too, baby Please don't stop I feel it now You feel it, too You're shivering Ooh, you put me close to you Just let it flow There's no other place to go NA Z too hot to stop So we goin' from the bedroom to the floor Let you know a nigga miss you when out on tour When our tongues touch Have a playboy sing it much Roll a Dutch, let me tell you it turns me on When 112 sing to you What kinda feeling do it bring to you? I bump hard till you say I'm being mean to you I know the ice Roley gleam to you A true player's what I seem to you And if you want it We can do it in the Black 500 Wit' the top down In overdrive when we ride cause I'm hot now You got me goin', I don't think I wanna stop now Z feinin' like a criminal on lockdown So let's get a way to get away You gettin' hot baby, please don't melt away I got a crib on the beach in Palmetto-way And here's your personal key to see me everyday 112... NA",1998
18 and Life,Skid Row,"Ricky was a young boy, he had a heart of stone Lived nine to five and he worked his fingers to the bone Just barely out of school, came from the edge of town Fought like a switchblade so no one could take him down, no He had no money, no No good at home Walked the streets a soldier and he fought the world alone And now it's Eighteen and life, you got it Eighteen and life, you know Your crime is time and it's eighteen and life to go Eighteen and life, you got it Eighteen and life, you know Your crime is time and it's eighteen and life to go Tequila in his heartbeat, his veins burned gasoline It kept his motor running but it never kept him clean They say he loved adventure, ""Ricky's the wild one"" He married trouble, had a courtship with a gun Bang-bang, shoot 'em up, the party never ends You can't think of dying when the bottle's your best friend And now it's Eighteen and life, you got it Eighteen and life, you know Your crime is time and it's eighteen and life to go Eighteen and life, you got it Eighteen and life, you know Your crime is time and it's eighteen and life to go Yeah, yeah ""Accidents will happen,"" they all heard Ricky say He fired his six-shot to the wind And that child blew a child away, yeah, yeah Hey, hey, yeah, yeah, yeah Eighteen and life, you got it Eighteen and life, you know Your crime is time and it's eighteen and life to go Eighteen and life, you got it Eighteen and life, you know Your crime is time and it's eighteen and life to go Yeah Whoa, whoa, whoa Ricky was a young boy, he had a heart of stone Lived nine to five and he worked his fingers to the bone Just barely out of school, came from the edge of town Fought like a switchblade so no one could take him down, no He had no money, no No good at home Walked the streets a soldier and he fought the world alone And now it's Eighteen and life, you got it Eighteen and life, you know Your crime is time and it's eighteen and life to go Eighteen and life, you got it Eighteen and life, you know Your crime is time and it's eighteen and life to go Tequila in his heartbeat, his veins burned gasoline It kept his motor running but it never kept him clean They say he loved adventure, ""Ricky's the wild one"" He married trouble, had a courtship with a gun Bang-bang, shoot 'em up, the party never ends You can't think of dying when the bottle's your best friend And now it's Eighteen and life, you got it Eighteen and life, you know Your crime is time and it's eighteen and life to go Eighteen and life, you got it Eighteen and life, you know Your crime is time and it's eighteen and life to go Yeah, yeah ""Accidents will happen,"" they all heard Ricky say He fired his six-shot to the wind And that child blew a child away, yeah, yeah Hey, hey, yeah, yeah, yeah Eighteen and life, you got it Eighteen and life, you know Your crime is time and it's eighteen and life to go Eighteen and life, you got it Eighteen and life, you know Your crime is time and it's eighteen and life to go Yeah Whoa, whoa, whoa",1998
Simple Man,Lynyrd Skynyrd,"Mama told me when I was young ""Come sit beside me, my only son And listen closely to what I say And if you do this, it'll help you some sunny day"" ""Be a simple man"" Oh, take your time, don't live too fast Troubles will come and they will pass You'll find a woman, yea, you'll find love And don't forget son, there is someone up above And be a simple kind of man Oh be something you love and understand Baby be a simple kind of man Oh, won't you do this for me son, if you can? Forget your lust for the rich man's gold All that you need is in your soul And you can do this, oh baby, if you try All that I want for you my son is to be satisfied And be a simple kind of man Oh be something you love and understand Baby be a simple kind of man Oh, won't you do this for me son if you can? Oh yes I will NA Boy, don't you worry, you'll find yourself Follow your heart, lord, and nothing else And you can do this, oh baby, if you try All that I want for you my son is to be satisfied And be a simple kind of man Oh be something, you love and understand Baby be a simple kind of man Oh, won't you do this for me son if you can? Baby be a simple, be a simple man Oh be something you love and understand Baby be a simple kind of man",1998
Heads High (Kill 'Em With It Re-Mix),Mr. Vegas,"Nana-na, nana-na, nana-na, nana-na no Kill them with the ""Nooooo"" Nana-na, nana-na, nana-na, nana-na no Kill them with the... Kill them with the... Kill them with the.... Heads High...kill them with the ""No!"" Just make a bwoy know you nah blow Heads High...kill them with the ""No!"" No bwoy ain't got no secret for you Heads High...kill them with the ""No!"" Just make a bwoy know you nah blow Heads High.. kill dem with the ""No!""Tell them say, ""Vegas say so..."" (make a boy know you ah no pappy show) Me want you skin your teeth, and make me see it If you sure from you born say you never do it You a no freak, one man you keep And him never yet complain say, ""you're  deep"" You make your vow, you know, answer to 'yow' And a one man a sample your chocho Lift up your brow Make a guy know Say him if him move him blow-wow ...and sing again Heads High...kill them with the ""No!"" Just make a bwoy know you nah blow Heads High...kill them with the ""No!"" No bwoy ain't got no secret for you Heads High...kill them with the ""No!"" Just make a bwoy know you nah blow Heads High.. kill dem with the ""No!""Tell them say, ""Vegas say so..."" (make a boy know you ah no pappy show) Me want hear you scream If your mouth clean No man never rope you in for no ice cream You don't smell green Like Sharlene You hold a fresh And have a healthy hygiene Some assuming, while you keep blooming Like a pretty little lilly inna di morning You're not brawling, pressure dem darling While you're rising them keep falling ...so sing again Heads High...kill them with the ""No!"" Just make a bwoy know you nah blow Heads High...kill them with the ""No!"" No bwoy ain't got no secret for you Heads High...kill them with the ""No!"" Just make a bwoy know you nah blow Heads High.. kill dem with the ""No!""Tell them say, ""Vegas say so...""Heads High...kill them with the ""No!"" Just make a bwoy know you nah blow Heads High...kill them with the ""No!"" No bwoy ain't got no secret for you Heads High...kill them with the ""No!"" Just make a bwoy know you nah blow Heads High.. kill dem with the ""No!""Tell them say, ""Vegas say so..."" (make a boy know you ah no pappy show) Me want you scream, bruk out, whine up your body Hand inna the air, 'cause you a no ray-ray One ship alone can dock 'pon a bay Pon a bwoy mic you nah DJ Heads High...kill them with the ""No!"" Just make a bwoy know you nah blow Heads High...kill them with the ""No!"" No bwoy ain't got no secret for you Heads High...kill them with the ""No!"" Just make a bwoy know you nah blow Heads High.. kill dem with the ""No!""Tell them say, ""Vegas say so..."" (make a boy know you ah no pappy show) Me want you skin your teeth, and make me see it If you sure from you born say you never do it You a no freak, one man you keep And him never yet complain say, ""you're  deep"" You make your vow, you know, answer to 'yow' And a one man a sample your chocho Lift up your brow Make a guy know Say him if him move him blow-wow ...and sing again Heads High...kill them with the ""No!"" Just make a bwoy know you nah blow Heads High...kill them with the ""No!"" No bwoy ain't got no secret for you Heads High...kill them with the ""No!"" Just make a bwoy know you nah blow Heads High.. kill dem with the ""No!""Tell them say, ""Vegas say so..."" (make a boy know you ah no pappy show)",1998
Believe,Cher,"After love, after love After love, after love After love, after love After love, after love After love, after love No matter how hard I try You keep pushing me aside And I can't break through There's no talking to you It's so sad that you're leaving It takes time to believe it But after all is said and done You're gonna be the lonely one, oh Do you believe in life after love? I can feel something inside me say I really don't think you're strong enough, no Do you believe in life after love? I can feel something inside me say I really don't think you're strong enough, no What am I supposed to do? Sit around and wait for you? Well, I can't do that And there's no turning back I need time to move on I need love to feel strong 'Cause I've had time to think it through And maybe I'm too good for you, oh Do you believe in life after love? I can feel something inside me say I really don't think you're strong enough, no Do you believe in life after love? I can feel something inside me say I really don't think you're strong enough, no Well, I know that I'll get through this 'Cause I know that I am strong I don't need you anymore Oh, I don't need you anymore I don't need you anymore No, I don't need you anymore Do you believe in life after love? (After love, after love) I can feel something inside me say I really don't think you're strong enough, no Do you believe in life after love? (After love, after love) I can feel something inside me say I really don't think you're strong enough, no Do you believe in life after love? (After love, after love) I can feel something inside me say I really don't think you're strong enough, no Do you believe in life after love? (After love, after love) I can feel something inside me say I really don't think you're strong enough, no",1998
"Boom, Boom, Boom, Boom!!",Vengaboys,"Whoa-oh, whoa-oh Whoa-oh, whoa-oh (Vengaboys are back in town) Whoa-oh, whoa-oh Whoa-oh, whoa-oh Whoa-oh, whoa-oh Whoa-oh, whoa-oh If you're alone and you need a friend Someone to make you forget your problems Just come along, baby, take my hand I'll be your lover tonight Whoa-oh, whoa-oh This is what I wanna do Whoa-oh, whoa-oh (Let's have some fun) Whoa-oh, whoa-oh One on one, just me and you Whoa-oh, whoa-oh Boom, boom, boom, boom!! I want you in my room Let's spend the night together From now until forever Boom, boom, boom, boom!! I wanna go boom boom Let's spend the night together Together in my room Whoa-oh, whoa-oh(Everybody get on down) Whoa-oh, whoa-oh (Vengaboys are back in town) Whoa-oh, whoa-oh This is what I wanna do Whoa-oh, whoa-oh (Let's have some fun) Whoa-oh, whoa-oh One on one, just me and you Whoa-oh, whoa-oh Boom, boom, boom, boom!! I want you in my room Let's spend the night together From now until forever Boom, boom, boom, boom!! I wanna go boom boom Let's spend the night together Together in my room Boom, boom, boom, boom!! I want you in my room Let's spend the night together From now until forever Boom, boom, boom, boom!! I wanna go boom boom Let's spend the night together Together in my room Whoa-oh, whoa-oh Whoa-oh, whoa-oh Whoa-oh, whoa-oh Whoa-oh, whoa-oh Boom, boom, boom, boom!! I want you in my room Let's spend the night together From now until forever Boom, boom, boom, boom!! I wanna go boom boom Let's spend the night together Together in my room Boom, boom, boom, boom!! I want you in my room Let's spend the night together From now until forever Boom, boom, boom, boom!! I wanna go boom boom Let's spend the night together Together in my room",1998
Knockin' Da' Boots,H-Town,"Yeah, We doin' this one for all the ladies, huh H-Town Boys, kickin' it with my boy Luke for the 9-3, you know what I'm sayin' cause we will be knockin' boots GI, Shazam, Dino They goin' do a little somethin, for you real sexy like you know what I'm sayin'Hey, yo, check the verse Last night I thought to back to when we made good love Listenin' to some Marvin Gaye all night long Now I want that whole thing back Make these moments once again go right So won't ya, won't ya, uhhh, do it for us, babe Good lovin, body rockin' knockin' boots all night long yeah Makin' love until we tire to the break of dawn But oh, come on, a-come on And turn the lights down, and let me get on it, yeah ‘Cause when I do, just me and you, it'll be so right A-give me some good love(Somebody rockin' knockin' da boots) A-give me some good love (Somebody rockin' knockin' da boots) Somebody rockin', baby, ooh A-give me some good love (Somebody rockin' knockin' da boots) That's all I need, I need A-give me some good love (Somebody rockin' knockin' da boots) I feel so good when I'm near you That's why I always wanna be close to you I'm so addicted, I'm so addicted To makin' love to you, baby All night long, baby, all night long, long, long, long Good lovin', body rockin' all night long, oh, oh Makin' love until we tire to the break of dawn But oh, come on, come on and turn the lights down, and let me get on it, uh‘Cause when I do, just me and you, it'll be so right, so right, so right A-give me some good love (Somebody rockin' knockin' da boots) A-give me some good love (Somebody rockin' knockin' da boots) That's all I want, baby A-give me some good love (Somebody rockin' knockin' da boots) A little body, body rockin', yeah A-give me some good love (Somebody rockin' knockin' da boots) Complete rockin' Some sweet love (Somebody rockin' knockin' da boots) Give you mounds of pleasure ‘Cause I'm ready (Somebody rockin' knockin' da boots) I'm so ready I'm so ready, baby (Somebody rockin' knockin' da boots) To give you everything that we've been waitin' on (Somebody rockin' knockin' da boots) So come on and give it to me, baby Ah, yeah Right about now we on the intermission tip So all you ladies go get your towels You know what I'm sayin', ha ‘Cause it's laid out like that, you know But wait a minute, we ain't through Kick the vamp Whoa...ho...oh... (Somebody rockin' knockin' da boots) Oh, baby, whoa I want your good touch, lady You're here with me, my baby It's drivin' me crazy So won't you come on (Somebody rockin' knockin' da boots) Come on and rock my body, rock my body, baby Come on and rock my body Yeah...ha...ha...hey... I wanna lay you down (Somebody rockin' knockin' da boots) So let me make some sweet lovin', baby I will turn the lights down low and close the door (Somebody rockin' knockin' da boots) I'll do everything to you, oh ‘Cause I'm ready",1998
