track_name,track_artist,lyrics,track_album_release_date,playlist_genre
She Will Be Loved - Radio Mix,Maroon 5,"Beauty queen of only eighteen She had some trouble with herself He was always there to help her She always belonged to someone else I drove for miles and miles And wound up at your door I've had you so many times But somehow, I want more I don't mind spending every day Out on your corner in the pouring rain Look for the girl with the broken smile Ask her if she wants to stay a while And she will be loved And she will be loved Tap on my window, knock on my door I want to make you feel beautiful I know I tend to get so insecure Doesn't matter anymore It's not always rainbows and butterflies It's compromise that moves us along, yeah My heart is full and my door's always open You come any time you want, yeah I don't mind spending every day Out on your corner in the pouring rain Look for the girl with the broken smile Ask her if she wants to stay a while And she will be loved And she will be loved And she will be loved And she will be loved I know where you hide Alone in your car Know all of the things that make you who you are I know that goodbye means nothing at all Comes back and makes me catch her every time she falls, yeah Tap on my window, knock on my door I want to make you feel beautiful I don't mind spending every day Out on your corner in the pouring rain, oh Look for the girl with the broken smile Ask her if she wants to stay a while And she will be loved And she will be loved And she will be loved And she will be loved I don't mind spending every day Out on your corner in the pouring rain Please don't try so hard to say goodbye Beauty queen of only eighteen She had some trouble with herself He was always there to help her She always belonged to someone else I drove for miles and miles And wound up at your door I've had you so many times But somehow, I want more I don't mind spending every day Out on your corner in the pouring rain Look for the girl with the broken smile Ask her if she wants to stay a while And she will be loved And she will be loved Tap on my window, knock on my door I want to make you feel beautiful I know I tend to get so insecure Doesn't matter anymore It's not always rainbows and butterflies It's compromise that moves us along, yeah My heart is full and my door's always open You come any time you want, yeah I don't mind spending every day Out on your corner in the pouring rain Look for the girl with the broken smile Ask her if she wants to stay a while And she will be loved And she will be loved And she will be loved And she will be loved I know where you hide Alone in your car Know all of the things that make you who you are I know that goodbye means nothing at all Comes back and makes me catch her every time she falls, yeah Tap on my window, knock on my door I want to make you feel beautiful I don't mind spending every day Out on your corner in the pouring rain, oh Look for the girl with the broken smile Ask her if she wants to stay a while And she will be loved And she will be loved And she will be loved And she will be loved I don't mind spending every day Out on your corner in the pouring rain Please don't try so hard to say goodbye",2002,pop
Do Me!,Bell Biv DeVoe,"Take a good look at me Tell me do you like what you see Do you think you can Do you think you can do me Kiss me pretty baby And touch me all over Girl what makes you think you can do me Do you think you can do me girl? Do me baby (oh) Do me baby (do you think you can) Do me baby (do me) Do me baby (oh yeah) Girl let your hair down Take off your clothes and leave on your shoes Would you mind if I look at you for a moment Before I make sweet love Backstage, under age, adolescent ""How ya doin'?"" ""Fine,"" she replied I siiighed, I like to do the wild thing Action took place Kinda wet Don't forget The J the I the M the M the Y y'all I need a body bag Do me baby (oh) Do me baby (you can do me when you wanna do me) Do me baby (yeah yeah) Do me baby (oh yeah) Do me baby (I like it in the morning time) Do me baby (sometimes I love it in the evening baby) Do me baby (can you do me all over girl) Do me baby (oh yeah) The time was 6 o'clock on the Swatch watch No time to chill, got a date Can't be late Hey, the girl is gonna do me Move to the jacuzzi Ooh that booty Smack it up, flip it, rub it down, oh no... Do me baby (yeah) Do me baby (oh I like it just like that) Do me baby (oh yeah) Do me baby (oh move just a little bit closer) You can do me in the morning You can do me in the night You can do me when you wanna do me You can do me in the morning You can do me in the night You can do me when you wanna do me",2002,r&b
Carry on Wayward Son,Kansas,"Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry no more Once I rose above the noise and confusion Just to get a glimpse beyond this illusion I was soaring ever higher But I flew too high Though my eyes could see I still was a blind man Though my mind could think I still was a mad man I hear the voices when I'm dreaming I can hear them say Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry no more Masquerading as a man with a reason My charade is the event of the season And if I claim to be a wise man, well It surely means that I don't know On a stormy sea of moving emotion Tossed about I'm like a ship on the ocean I set a course for winds of fortune But I hear the voices say Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry no more No! NA Carry on, you will always remember Carry on, nothing equals the splendor Now your life's no longer empty But surely heaven waits for you Carry on my wayward son There'll be peace when you are done Lay your weary head to rest Don't you cry Don't you cry no more No more!",2002,rock
Heard a Word,Michelle Williams,"Dun dun du du du du dun unh La da da da da daa Listen You know I've had my share of ups and downs You live and learn, this world keeps on turning round Sometimes those rainy days Seem like they last forever Wish I could turn the page And move on (and move on) Been longing for the days we used to sit here talking (All through the night) Trynna keep my spirits high So I can walk in (into your life) Used to be right next to me All the things you dream about when you're a teen Now it seems like everything's so far away Then one day you know I heard a word Saying, Girl you'll be fine I heard a word That would ease my troubled mind Took all the hurt away Warmed me up inside like a summer day So glad you said you'd never break your promises I thank you Lord I thank you now Cause everybody needs (needs) Somebody stand by their side You look at the road It's get rough Still you say to yourself Gotta drive Now I'm ready for the fight Send a little help; let your angels fly, (fly) Heard the words deep down inside I will survive I'm stronger cause I I heard a word Saying, Girl you'll be fine I heard a word That would ease my troubled mind Took all the hurt away Warmed me up inside like a summer day So glad you said you'd never break your promises You promise me you'd love me (love me) You promise me you'd bless me (blass me) You said to me that On you shoulder I could cry And if I did you dry my eyes and hold me I'm so glad that you Took all the hurt away, (took all the hurt away) Warmed me up inside So glad that you never break your promises You got me singing la la la la da oh oh oh oh oh oh Sing la la la da da oh oh oh oh oh oh ooh ooh You took, you took my Took all the hurt away, (my hurt away) Warmed me up inside (warmed me up inside like a summer day) So glad you said you'd never break your promises. (oh oh oh ooh oh ah) I heard a word Saying, Girl you'll be fine I heard a word, (I heard a word) That would ease my troubled mind Took all the hurt away, (warmed me up inside like a summer day) Warmed me up inside, (yes you did) So glad, so glad, so glad, yeah, yeah ih yeah ih yeah yeah I heard a word (wo ho oh aaaah) I heard a word (I'm so glad, I'm so glad, I'm so glad)",2002,r&b
Try Again,Aaliyah,"It's been a long time, we shouldn't have left you Without a dope beat to step to Step to, step to, step to, step to, step to, *scratching* It's been a long time, we shouldn't have left you Without a dope beat to step to Step to, step to, step to, step to, *scratching*, Baby girl, oh What would you do, to get to me? What would you say, to have your way? Would you give up, or try again If I hesitate to let you in? Now would you be yourself or play your role? Tell all the boys, I keep it low If I say no, would you turn away Or play me off, or would you stay? Oh And if at first you don't succeed Then dust yourself off and try again You can dust it off and try again, try again Cause if at first you don't succeed You can dust it off and try again Dust yourself off and try again, try again (and again) I'm into you, you into me But I can't let it go so easily Not 'til I see, whether this could be Could be eternity, or just a week Ayo our chemistry is off the chain It's perfect now, but will it change? This ain't a yes, this ain't a no Just do your thing, we'll see how it goes And if at first you don't succeed Then dust yourself off and try again You can dust it off and try again, try again Cause if at first you don't succeed You can dust it off and try again Dust yourself off and try again, try again (and again) You don't wanna throw it all away I might be shy on the first date, what about the next date Huh, huh, huh, huh I said you don't wanna throw it all away I might be bugging on the first date, what about the next date? Huh, huh, huh, huh And if at first you don't succeed Then dust yourself off and try again You can dust it off and try again, try again Cause if at first you don't succeed You can dust it off and try again Dust yourself off and try again, try again (and again) NA And if at first you don't succeed Then dust yourself off and try again You can dust it off and try again, try again Cause if at first you don't succeed You can dust it off and try again Dust yourself off and try again, try again (and again) And if at first you don't succeed Then dust yourself off and try again You can dust it off and try again, try again Cause if at first you don't succeed You can dust it off and try again Dust yourself off and try again, try again (and again) It's been a long time, we shouldn't have left you Without a dope beat to step to Step to, step to, step to, step to Step to, step to, freaky-freaky It's been a long time, we shouldn't have left you Without a dope beat to step to Step to, step to, step to, step to Step to, step to, freaky-freaky And if at first you don't succeed Then dust yourself off and try again You can dust it off and try again, try again Cause if at first you don't succeed You can dust it off and try again Dust yourself off and try again, try again (and again) It's been a long time, we shouldn't have left you Without a dope beat to step to Step to, step to, step to, step to Step to, step to, freaky-freaky It's been a long time, we shouldn't have left you Without a dope beat to step to Step to, step to, step to, step to Step to, step to, freaky-freaky",2002,r&b
Send the Pain Below,Chevelle,"I liked having hurt So send the pain below, where I need it You used to beg me to take care of things And smile at the thought of me failing But long before having hurt I'd send the pain below I'd send the pain below Much like suffocating Much like suffocating Much like suffocating (I'd send the pain below) Much like suffocating (I'd send the pain below) You used to run me away All while laughing Then cry about that fact 'Til I returned But long before having hurt I'd send the pain below I'd send the pain below Much like suffocating Much like suffocating Much like suffocating (I'd send the pain below) Much like suffocating (I'd send the pain below) Much like suffocating I can't feel my chest Need more Drop down Closing in I can't feel my chest Drop down I liked having hurt So send the pain below So send the pain below (Much like suffocating) I liked So send the pain below (Much like suffocating) Having hurt So send the pain below (Much like suffocating) So send the pain below (Much like suffocating) So send the pain below I liked having hurt So send the pain below, where I need it You used to beg me to take care of things And smile at the thought of me failing But long before having hurt I'd send the pain below I'd send the pain below Much like suffocating Much like suffocating Much like suffocating (I'd send the pain below) Much like suffocating (I'd send the pain below) You used to run me away All while laughing Then cry about that fact 'Til I returned But long before having hurt I'd send the pain below I'd send the pain below Much like suffocating Much like suffocating Much like suffocating (I'd send the pain below) Much like suffocating (I'd send the pain below) Much like suffocating I can't feel my chest Need more Drop down Closing in I can't feel my chest Drop down I liked having hurt So send the pain below So send the pain below (Much like suffocating) I liked So send the pain below (Much like suffocating) Having hurt So send the pain below (Much like suffocating) So send the pain below (Much like suffocating) So send the pain below",2002,rock
This Love,Maroon 5,"I was so high I did not recognize The fire burning in her eyes The chaos that controlled my mind Whispered goodbye as she got on a plane Never to return again But always in my heart This love has taken its toll on me She said goodbye too many times before And her heart is breaking in front of me And I have no choice, 'cause I won't say goodbye anymore I tried my best to feed her appetite Keep her coming every night So hard to keep her satisfied Keep playing love like it was just a game Pretending to feel the same Then turn around and leave again This love has taken its toll on me She said goodbye too many times before And her heart is breaking in front of me And I have no choice, 'cause I won't say goodbye anymore I'll fix these broken things Repair your broken wings And make sure everything's alright (It's alright, it's alright) My pressure on your hips Sinking my fingertips Into every inch of you 'Cause I know that's what you want me to do This love has taken its toll on me She said goodbye too many times before And her heart is breaking in front of me And I have no choice, 'cause I won't say goodbye anymore This love has taken its toll on me She said goodbye too many times before And my heart is breaking in front of me She said goodbye too many times before This love has taken its toll on me She said goodbye too many times before And her heart is breaking in front of me I have no choice, 'cause I won't say goodbye anymore",2002,pop
At This Moment,Billy Vera & The Beaters,"What did you think I would do at this moment When you're standing before me With tears in your eyes Trying to tell me that you have found you another And you just don't love me no more What did you think I would say at this moment When I'm faced with the knowledge That you just don't love me Did you think I would curse you Or say things to hurt you 'cause you just don't love me no more Did you think I could hate you Or raise my hands to you Now come on you know me too well How could I hurt you when darling I love you And you know I'd never hurt you-oo-wo-oo-o-o-o... What do you think I would give at this moment If you'd stay I'd subtract twenty years from my life I'd fall down on my knees And kiss the ground that you walk on If I could just hold you again I'd fall down on my knees And kiss the ground that you walk on baby If I could just hold you { pause } If I, could just hold you { pause } If I......... If I could just hold you Again",2002,rock
Obstacle 1,Interpol,"I wish I could eat the salt off of your lost faded lips We can cap the old times, make playing only logical harm We can cap the old lines, make playing that nothing else will change But she can read, she can read, she can read, she can read She's bad She can read, she can read, she can read, she's bad Oh, she's bad But it's different now that I'm poor and aging I'll never see this face again You go stabbing yourself in the neck And we can find new ways of living Make playing only logical harm And we can top the old times Clay-making that nothing else will change But she can read, she can read, she can read, she can read She's bad She can read, she can read, she can read, she's bad Oh, she's bad It's different now that I'm poor and aging I'll never see this face again You go stabbing yourself in the neck But it's different now that I'm poor and aging I'll never see this face again And you go stabbing yourself in the neck It's in the way that she posed It's in the things that she puts in my head Her stories are boring and stuff She's always calling my bluff She puts the, she puts the weights into my little heart And she gets in my room and she takes it apart She puts the weights into my little heart I said she puts the weights into my little heart She packs it away She packs it away She packs it away She packs it away She packs it away She packs it away She packs it away She packs it away It's in the way that she walks Her heaven is never enough She puts the weights in my heart She puts, oh, she puts the weights into my little heart",2002,rock
Jenny from the Block (feat. Jadakiss & Styles P.) - Track Masters Remix,Jennifer Lopez,"Children grow and women producing Men go working, some go stealing Everyone's got to make a living BX, uh (South side Bronx) (South side Bronx) Don't be fooled by the rocks that I got I'm still, I'm still Jenny from the block Used to have a little, now I have a lot No matter where I go I know where I came from (From the Bronx) Don't be fooled by the rocks that I got I'm still, I'm still Jenny from the block Used to have a little, now I have a lot No matter where I go I know where I came from (South side Bronx, from the Bronx) From In Living Color to movie scripts To On the 6 to J. Lo to this Headline clips I stay grounded as the amounts roll in I'm real I thought I told ya (I'm real) I'm real even on Oprah (I'm real) That's just me Nothing phony, don't hate on me What you get is what you see, oh (South side Bronx) Don't be fooled by the rocks that I got I'm still, I'm still Jenny from the block Used to have a little, now I have a lot No matter where I go I know where I came from (From the Bronx) Don't be fooled by the rocks that I got I'm still, I'm still Jenny from the block Used to have a little, now I have a lot No matter where I go I know where I came from (South side Bronx, from the Bronx) I'm down to earth like this Rocking this business I've grown up so much I'm in control and loving it Rumors got me laughing kid I love my life and my public Put God first and can't forget to stay real (Real) To me it's like breathing, yeah (South side Bronx) Don't be fooled by the rocks that I got I'm still, I'm still Jenny from the block Used to have a little, now I have a lot No matter where I go I know where I came from (From the Bronx) Don't be fooled by the rocks that I got I'm still, I'm still Jenny from the block Used to have a little, now I have a lot No matter where I go I know where I came from South Bronx, oh, the South side Bronx F-F-F-Flip it Boricua Now that's what happened South Bronx, the South side Bronx AhF-F-F-Flip it Now that's what happened South Bronx, the South side Bronx Boricua's in the house F-F-F-Flip it Now that's what happened Hey South Bronx, the South side Bronx Everyone's got to make a living Alright, now bring it back Don't be fooled by the rocks that I got I'm still, I'm still Jenny from the block Used to have a little, now I have a lot No matter where I go I know where I came from (From the Bronx) Don't be fooled by the rocks that I got I'm still, I'm still Jenny from the block Used to have a little, now I have a lot (South side Bronx) No matter where I go I know where I came from (South side Bronx, from the Bronx) Don't be fooled by the rocks that I got I'm still, I'm still Jenny from the block Used to have a little, now I have a lot (South side Bronx) No matter where I go I know where I came from (South side Bronx, from the Bronx) Dont be fooled by the rocks that I got I'm still, I'm still Jenny from the block Used to have a little, now I have a lot (South side Bronx) No matter where I go I know where I came from (South side Bronx, from the Bronx)",2002,pop
Dark Beat - Original Murk Mix Radio Edit,Oscar G & Ralph Falcon,I feel it deep inside me I wanna ride it I can't fight it I might as well rely on the drum beat DJ pumps a low-end frequency I can't hide it I won't deny it 'Cause I'm addicted to drums And I'm a slave to the dark beat,2002,edm
Te Suelto el Pelo,Yandel,"Letra de ""Te Suelto El Pelo"" Hey (eh-eh-eh) Sonic (eh-eh-eh) Jajaja Yomi Eoh-eoh Tú sabes lo que yo le voy hacer a ella Te suelto el pelo, oh-oh Te quito la camisa, ah-ah Tu pantalón, oh-oh-oh Y después te como completa Te suelto el pelo, oh-oh Te quito la camisa, ah-ah Tu pantalón, oh-oh-oh Y después te como completa Este party empieza, ueh-ah Vela cómo ella frontea Te pitchea y se voltea Llámala y desnúdala Este party empieza, ueh-ah Vela cómo ella frontea Te pitchea y se voltea Llámala y desnúdala Te suelto el pelo, oh-oh Te quito la camisa, ah-ah Tu pantalón, oh-oh-oh Y después te como completa Te suelto el pelo, oh-oh Te quito la camisa, ah-ah Tu pantalón, oh-oh-oh Y después te como completa Eh-ehhh No perdamos tiempo, mami desnúdate Perréame, bailotéame, eh-eh-eh No perdamos tiempo, mami desnúdate Perréame, bailotéame, eh-eh-eh Eehh Tra, tra, tra Eehh Tra, tra, tra Eehh Tra, tra, tra Eehh Tra, tra, tra Eehh Tra, tra, tra Eehh Tra, tra, tra Eehh Tra, tra, tra Eehh Tra, tra, tra, tra, tra, tra Eehh Te suelto el pelo, oh-oh Te quito la camisa, ah-ah Tu pantalón, oh-oh-oh Y después te como completa Te suelto el pelo, oh-oh Te quito la camisa, ah-ah Tu pantalón, oh-oh-oh Y después te como completa",2003,latin
Don't Break My Heart,Safire,"You, you keep on trying, trying to tear me apart And I knew from the very start that you'd, you'd steal my heart Because of you I'm crying I never know when you're lying What we have is real You can't hide what you really feel You have my heart You're my dream from the start You know I need you baby You touched my soul Do you want me to go I feel I love you baby So don't break my heart Finish what you started, baby Don't break my heart I can't live without you Don't break my heart Love was so true baby Don't break my heart (3x) You, you keep on lying, keep lying that you really care Stop, stop playing these games And show me your love is still there The love, the love I had inside me everyday The love was strong And what we have is real You can't hide what you really feel You have my heart You're my dream from the start You know I need you baby You touched my soul Do you want me to go I feel I love you I loved you (3x) So don't break my heart Finish what you started baby Don't break my heart I can't live without you Don't break my heart",2003,latin
Rest In Peace,Brownside,"Aquí estoy thinking about you carnalito Everytime you cross my mind, tu sabes que malito I remember when we used to kick back and have a blast It's hard to believe that was back in the past I remember those times like it was yesterday I knew if I was there and you were here, it'd be the same way We never thought'd we'd go through anything like this Now we sit back and pray and say, ""Rest In Peace"" All the homies got your name tat behind their neck Some on their chest and back arm just to show respect You're always on our mind everyday and every night We miss you carnal and things just ain't right These firme memories of my brother They feel so wonderful Rest In Peace, Rest In Peace Every chance we get we're sitting by your grave site Thinking about you, looking up in the sky Mom sits back wiping tears from her eyes We sit and talk about you and she starts to cry She says how much she wants to hold you back again In her arms like before, holding you by your hand Every night we pray and think about you bro It's hard to accept that you had to go I sit back and drift and reminisce of you Of all the firme tiempos and the things we used to do Simón carnal, you're in mi mente all the time Tu tienes primero and you'll never stay behind Your kids are growing up and they ask about you bro They say they miss daddy but I guess you know We say you're in the skies looking down at them They stare at one another like they don't understand Damn carnal, if only we could take time Back to the days when everything was fine (Ooooohhh, I'm missing you) These firme memories of my brother They feel so wonderful Rest In Peace These firme memories of my brother They feel so wonderful Rest In Peace, Rest In Peace Sometimes I sit at the pad in the living room Checking out your pictures, listening to some oldies tunes The ones you liked, the ones you used to bump Confessing the Feeling, Try Me, and Let's Get It On Takes me back to the days when you were here Sometimes I close my eyes and I can hear you real clear Rest In Peace in the heavens up above Those you left behind from us got nothing but love Simón carnal, that's how it is, you're being missed Now all we have are the firme memories We used to share in the days when you were here with us Now another firme brother and a son is lost I know we'll see each other cause we'll be there some day Rest In Peace carnal, for you we all pray (Ooooohhh, I'm missing you) These firme memories, of my brother They feel so wonderful Rest In Peace, Rest In Peace Heeey carnal Do you hear me calling? I want to kick it with you, my brother Back to back, like we used to With all the homies, homies And mi corazón carnal",2003,latin
2112 Overture / The Temples Of Syrinx - Chronicles Version,Rush,"And the meek shall inherit the earth We've taken care of everything The words you read, the songs you sing The pictures that give pleasure to your eye It's one for all, and all for one We work together, common son Never need to wonder how or why We are the Priests of the Temples of Syrinx Our great computers fill the hallowed halls We are the Priests of the Temples of Syrinx All the gifts of life are held within our walls Look around at this world we've made Equality our stock in trade Come and join the Brotherhood of Man Oh what a nice, contented world Let the banners be unfurled Hold the Red Star proudly high in hand We are the Priests of the Temples of Syrinx Our great computers fill the hallowed halls We are the Priests of the Temples of Syrinx All the gifts of life are held within our walls",2003,rock
Calm Like A Bomb,Rage Against The Machine,"Feel the funk blast.. Feel the funk blast.. Feel the funk blast! Feel the funk blast! Feel the funk blast! Yo, yo, yo, yo, yo, yo, check it out, yo, yo, yo I be walkin' god like a dog, my narrative, fearless My word war returns to burn like Baldwin home from Paris Like Steel from a furnace, I was born landless This is the native son, born of Zapata's guns Stroll through the shanties and the cities remains Same bodies buried hungry but with different last names These vultures rob everything leave nothing but chains Pick a point on the globe! Yes, the picture's the same There's a bank, there's a church, a myth and a hearse A mall and a loan, a child dead at birth There's a widow pig parrot, a rebel to tame A white-hooded judge, a syringe and a vein And the riot be the rhyme of the unheard What you say, what you say, what you say, what? What you say, what you say, what you say, what? What you say, what you say, what you say, what? What you say, what you say, what you say, what? I'm calm like a bomb! (Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite) I'm calm like a bomb! (Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite) This ain't subliminal, feel the critical mass approach horizon The pulse of the condemned, sound off America's demise The anti-myth rhythm rock shocker, yes I spit fire Hope lies in the smoldering rubble of empires Yes back through the shanties and the cities remains The same bodies buried hungry, but with different last names Them vultures robbin' everyone, leave nothing but chains Pick a point here at home, yes the picture's the same There's a field full of slaves, some corn and some debt There's a ditch full of bodies, the check for the rent There's a tap, the phone, the silence of stone The numb black screen that be feelin' like home And the riot be the rhyme of the unheard What you say, what you say, what you say, what? What you say, what you say, what you say, what? What you say, what you say, what you say, what? What you say, what you say, what you say, what? I'm calm like a bomb! (Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite) I'm calm like a bomb! (Ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite, ignite) (I'm Calm Like A Bomb!) There's a mass without roofs, there's a prison to fill There's a country's soul that reads post no bills There's a strike and a line of cops outside of the mill There's a right to obey and there's a right to kill There's a mass without roofs, there's a prison to fill There's a country's soul that reads post no bills There's a strike and a line of cops outside of the mill 'Cause there's a right to obey and there's the right to kill",2003,rap
Bark at the Moon,Ozzy Osbourne,"Screams break the silence Waking from the dead of night Vengeance is boiling He's returned to kill the light Then when he's found who he's looking for Listen in awe and you'll hear him Bark at the moon Ha ha ha ha ha Years spent in torment Buried in a nameless grave Now he has risen Miracles would have to save Those that the beast is looking for Listen in awe and you'll hear him Bark at the moon Hey yeah, bark at the moon They cursed and buried him along with shame And thought his timeless soul had gone, gone In empty burning hell - unholy one But he's returned to prove them wrong (so wrong) Ooh, yeah baby Howling in shadows Living in a lunar spell He finds his heaven Spewing from the mouth of hell Those that the beast is looking for Listen in awe and you'll hear him Bark at the moon Hey yeah, bark at the moon Hey yeah, bark at the moon Oh Oh yeah, bark at the moon",2003,rock
Sureno Vida,Brownside,"Sureño Vida, that's what we gonna call this motherfucker (Yeah) Q-Vo from that Sureño Vida ese (Hell yeah) This is Malito from Brownside Nobody represents like we do (Yeah, Brownside) It don't stop, it don't quit (Yeah it's that old school shit) 1990 to the year two John (Mexican style you know) Soy Malito de Brownside, ya te la sabes Explicando realidad direceto from las calles Sur California represented at it's best SCLA puts you huevos at test While you're high as a bird, gang-banging on the curb Some end up getting shot, fuckers have nerve To serve those who need it, some get defeated Locos don't stop until this mission is completed That's Sureño Vida, trip out loco mira Don't slip on them cuetes y las balas que te tira I'll make it clear, now you picture what you hear Sureños dos-uno-tres simón loco we're here Putting a spot on the map for nuestra raza I'm start with the Brownside, vamos a ver que pasa I'll speak on things that'll make you street wise Now lend me your ears and I'll open your eyes Hell yea! How long can you fucking hide? You just lend me your ears ese Taking a little trip through the Eastside, South Central In your mental, pendejo Watcha (Bring it siempre) Si puedo que muleño, blue rag is a Sureño Bloods and Crip have their room, dejame te ensueño Pandilleros hold their grounds, other hold theirs Straight gang-bangers, no fucking players Cold stares and blocks in you're on the wrong block This pedo don't quit and this shit won't stop The point I keep strong, know where you belong Stay up, live long and keep your mentality strong Live and give knowledge to snotty mocosos Before they fuck theirs and dig out the wrong poso Finally the end is what they'll meet Either a black body bag or a pinche white sheet They creep in the street con bullets and heat Survive and stay alive or else finish and sleep That's the last sound they'll hear The cuerpo loses a soul then they're out of here Hell yeah, that one goes out to the little mocosos in the fucking calles You knuckleheads know who you are. (Knuckleheads) We all come from the same roots (Yeah we been there, ese.) Bald and Brown, Sureño Vida Bald and Brown baby Bald and Brown A pen and pad of paper is all a loco has Gotta find money, you know and take the cash To last in this mundo blast in a segundo Roll it, I'll light it, then it's your turno Pass it to the right (Mari Mari) that's right Drinking pisto and smoke weed, just do what you like To go through with a plan know where you stand And I'm that man that'll make you say ""Goddamn"" The concrete we stand on is strong like my gente Time has come but I can loco represente With no one to blame, we maintain insane In this rap game porque we feel no shame Of our style we roll with and toke or spliff Que levante and lift let's get out of shift A gift of rhymes makes for dub sacks and dimes Pistando cerveza, Corona with nines Hell yea, corona with nines All you Pandillero motherfuckers out there Sureño Vida, dos-uno-tres SCLA Eastside, you know Brownside You know we're here to stay What you thought we was gonna go out like punk motherfuckers? Hell no!",2003,latin
Working Man,Rush,"Well, I get up at seven, yeah And I go to work at nine I got no time for livin' Yes, I'm workin' all the time It seems to me I could live my life A lot better than I think I am I guess that's why they call me They call me the workin' man They call me the workin' man I guess that's what I am Yes, I get home at five o'clock And I take myself out an ice cold beer Always seem to be wond'rin' Why there's nothin' goin' down here It seems to me I could live my life A lot better than I think I am I guess that's why they call me The workin' man Well, they call me the workin' man I guess that's what I am Well, they call me the workin' man I guess that's what I am NA Well, I get up at seven, yeah And I go to work at nine I got no time for livin' Yes, I'm workin' all the time It seems to me I could live my life A lot better than I think I am I guess that's why they call me They call me the workin' man Well, they call me the workin' man I guess that's what I am They call me the workin' man I guess that's what I am",2003,rock
Fly By Night,Rush,"Airport scurry flurry faces Parade of passers by People going many places With a smile or just a sigh Waiting waiting pass the time Another cigarette Get in line - gate thirty-nine The time is not here yet (end) Why try? I know why This feeling inside me says it's time I was gone Clear head, new life ahead It's time I was king now not just one more pawn Fly by night, away from here Change my life again Fly by night, goodbye, my dear My ship isn't coming and I just can't pretend Moon rise, thoughtful eyes Staring back at me from the window beside No fright or hindsight Leaving behind that empty feeling inside Fly by night, away from here Change my life again Fly by night, goodbye, my dear My ship isn't coming and I just can't pretend, whoa! Fly by night, away from here Change my life again Fly by night, goodbye, my dear My ship isn't coming and I just can't pretend Start a new chapter, find what I'm after It's changing every day The change of a season's enough of a reason To want to get away Quiet and pensive, my thoughts apprehensive The hours drift away Leaving my homeland playing a lone hand My life begins today Fly by night, away from here Change my life again Fly by night, goodbye, my dear My ship isn't coming and I just can't pretend My ship isn't coming and I just can't pretend Fly by night, away from here Change my life again Fly by night, goodbye, my dear My ship isn't coming and I just can't pretend My ship isn't coming and I just can't pretend My ship isn't coming and I just can't pretend",2003,rock
Dembow,Wisin & Yandel,"NA Me vuelve loco Cuando baila Esa nena cuando baila me vuelve loco bailando el dembow Dembow, dembow, dembow, me vuelve loco bailando el dembow Esa nena cuando baila me vuelve loco bailando el dembow Dembow, dembow, dembow, me vuelve loco bailando el dembow Quiero tenerte, quiero besarte (Me vuelve loco bailando el dembow) Sabes que no quiero perderte (Me vuelve loco bailando el dembow) De aquí pa' allá, de allá pa' acá, mujer (Me vuelve loco bailando el dembow) Tú eres mi angel y yo soy tu angel Y juntos los dos vamo' a hechar pa'lante Esa nena cuando baila me vuelve loco bailando el dembow Dembow, dembow, dembow, me vuelve loco bailando el dembow Esa nena cuando baila me vuelve loco bailando el dembow Dembow, dembow, dembow, me vuelve loco bailando el dembow Baila lento, si quieres que te envuelva Baila lento, si quieres que te toque, mujer Baila lento, sha, la-la-la, la-la-la Baila lento, sha, la-la-la, la-la, la Baila lento, si quieres que te envuelva Baila lento, si quieres que te toque, mujer Baila lento, sha, la-la-la, la-la-la Baila lento, sha, la-la-la, la-la, la Esa nena cuando baila me vuelve loco bailando el dembow Dembow, dembow, dembow, me vuelve loco bailando el dembow Esa nena cuando baila me vuelve loco bailando el dembow Dembow, dembow, dembow, me vuelve loco bailando el dembow Quiero tenerte, quiero besarte (Me vuelve loco bailando el dembow) Sabes que no quiero perderte (Me vuelve loco bailando el dembow) De aquí pa' allá, de allá pa' acá, mujer (Me vuelve loco bailando el dembow) Tú eres mi angel y yo soy tu angel Y juntos los dos vamo' a hechar pa'lante Esa nena cuando baila me vuelve loco bailando el dembow Dembow, dembow, dembow, me vuelve loco bailando el dembow Esa nena cuando baila me vuelve loco bailando el dembow Dembow, dembow, dembow, me vuelve loco bailando el dembow",2003,latin
